UPA,Data_Formatada,Nota,Texto,Texto_Limpo
UPA Centro-Sul,2022-12-02,1.0,"Estive aqui com encaminhamento para internação com a minha mãe que é deficiente visual, e sofre de depressão, fomos tratada como lixo pelo ENFERMEIRO BRUNO, na triagem, cujo já fiz a reclamação na ouvidoria sobre ele.  Esse enfermeiro não serve nem para ficar na portaria de tão mal educado e desrespeitoso. ( SE NÃO GOSTA DA PROFISSÃO FICA EM CASA E DÁ LUGAR PARA QUEM AMA A PROFISSÃO E QUER TRABALHAR COM RESPEITO).
Minha mãe está com forte dores abdominais e ngm descobre o problema dela, e ainda sim eles tratam igual lixo o paciente.

Queria ver se fosse a mãe deles que estivessem nessa situação se iam fazer isso.
A saúde pública está cada vez mais decadente. TRISTE!",aqui encaminhamento internacao mae deficiente visual sofre depressao tratada lixo enfermeiro bruno triagem cujo fiz reclamacao ouvidoria sobre enfermeiro nao serve ficar portaria tao mal educado desrespeitoso nao gosta profissao fica casa lugar ama profissao quer trabalhar respeito mae forte dores abdominais ngm descobre problema ainda sim tratam igual lixo paciente queria ver mae nessa situacao iam fazer saude publica cada vez decadente triste
UPA Centro-Sul,2024-12-01,1.0,"O atendimento é desumano, extremamente demorado, os profissionais totalmente despreparados, não consigo encontrar palavras, um único médico no plantão da noite e dorme a noite toda, as enfermeira do acolhimento faltam bater nos pacientes.",atendimento desumano extremamente demorado profissionais totalmente despreparados nao consigo encontrar palavras unico medico plantao noite dorme noite toda enfermeira acolhimento faltam bater pacientes
UPA Centro-Sul,2024-12-01,1.0,"O atendimento é desumano, extremamente demorado, os profissionais totalmente despreparados, não consigo encontrar palavras, um único médico no plantão da noite e dorme a noite toda, as enfermeira do acolhimento faltam bater nos pacientes.",atendimento desumano extremamente demorado profissionais totalmente despreparados nao consigo encontrar palavras unico medico plantao noite dorme noite toda enfermeira acolhimento faltam bater pacientes
UPA Centro-Sul,2024-12-01,2.0,"Horrível não tem leitos, passei mais de 36 horas sem dormir,lugar pra assentar e difícil,pessoas dormindo nas cadeiras, pedi ao segurança para falar pro paciente sentar e não dormia nos banco,ele me disse,que eu e que tenho que pedir,uma verdadeira Zona, não e culpa dos funcionários,mas e um lugar,se vc precisar de saúde pública,corra de lá.",horrivel nao leitos passei horas dormirlugar pra assentar dificilpessoas dormindo cadeiras pedi seguranca falar pro paciente sentar nao dormia bancoele disseque pediruma verdadeira zona nao culpa funcionariosmas lugarse precisar saude publicacorra
UPA Centro-Sul,2024-12-01,2.0,"Horrível não tem leitos, passei mais de 36 horas sem dormir,lugar pra assentar e difícil,pessoas dormindo nas cadeiras, pedi ao segurança para falar pro paciente sentar e não dormia nos banco,ele me disse,que eu e que tenho que pedir,uma verdadeira Zona, não e culpa dos funcionários,mas e um lugar,se vc precisar de saúde pública,corra de lá.",horrivel nao leitos passei horas dormirlugar pra assentar dificilpessoas dormindo cadeiras pedi seguranca falar pro paciente sentar nao dormia bancoele disseque pediruma verdadeira zona nao culpa funcionariosmas lugarse precisar saude publicacorra
UPA Centro-Sul,2021-12-02,5.0,"Minha mãe foi atendida ontem dia 02/01/2020, todos os profissionais estavam empenhados em fazer o melhor trabalho mesmo em condições bastante desgastante de trabalho. O SUS merece respeito e muita proteção de todos os cidadãos Brasileiros.
Meu agradecimento a todos os funcionários que se dedicam aos cuidados com todos que ali chegam, principalmente, o Dr Mário que ofereceu um atendimento humanizado a minha mãe, a equipe de enfermagem e os porteiros que foram muito solícitos conosco.",mae atendida ontem dia todos profissionais empenhados fazer melhor trabalho condicoes bastante desgastante trabalho sus merece respeito muita protecao todos cidadaos brasileiros agradecimento todos funcionarios dedicam cuidados todos ali chegam principalmente mario ofereceu atendimento humanizado mae equipe enfermagem porteiros solicitos conosco
UPA Centro-Sul,2021-12-02,5.0,"Minha mãe foi atendida ontem dia 02/01/2020, todos os profissionais estavam empenhados em fazer o melhor trabalho mesmo em condições bastante desgastante de trabalho. O SUS merece respeito e muita proteção de todos os cidadãos Brasileiros.
Meu agradecimento a todos os funcionários que se dedicam aos cuidados com todos que ali chegam, principalmente, o Dr Mário que ofereceu um atendimento humanizado a minha mãe, a equipe de enfermagem e os porteiros que foram muito solícitos conosco.",mae atendida ontem dia todos profissionais empenhados fazer melhor trabalho condicoes bastante desgastante trabalho sus merece respeito muita protecao todos cidadaos brasileiros agradecimento todos funcionarios dedicam cuidados todos ali chegam principalmente mario ofereceu atendimento humanizado mae equipe enfermagem porteiros solicitos conosco
UPA Centro-Sul,2023-12-02,1.0,"Hoje 24/04/2023 as 00:30 uma enfermeira agrediu uma paciente que estava descontrolada.
Quando eu fui questionar a enfermeira a mesma ainda veio arrogante pra cima de mim e disse que ela não e obrigada a levar desaforo de paciente e que vai devolver  tapas sim, porém a paciente já e idosa e  estava alterada devido a demora no atendimento e das dores que ela alegava estar nas pernas.",hoje enfermeira agrediu paciente descontrolada questionar enfermeira mesma ainda veio arrogante pra cima mim disse nao obrigada levar desaforo paciente vai devolver tapas sim porem paciente idosa alterada devido demora atendimento dores alegava estar pernas
UPA Centro-Sul,2023-12-02,1.0,"Hoje 24/04/2023 as 00:30 uma enfermeira agrediu uma paciente que estava descontrolada.
Quando eu fui questionar a enfermeira a mesma ainda veio arrogante pra cima de mim e disse que ela não e obrigada a levar desaforo de paciente e que vai devolver  tapas sim, porém a paciente já e idosa e  estava alterada devido a demora no atendimento e das dores que ela alegava estar nas pernas.",hoje enfermeira agrediu paciente descontrolada questionar enfermeira mesma ainda veio arrogante pra cima mim disse nao obrigada levar desaforo paciente vai devolver tapas sim porem paciente idosa alterada devido demora atendimento dores alegava estar pernas
UPA Centro-Sul,2021-12-02,1.0,"Horrível, nesse momento mais de duas horas de espera. Entrei com o quadro de falta de ar e dores no peito q com o decorrer do tempo foi agravando. Fui solicitar informações a uma enfermeira da triagem ela me disse q era normal, informei q as dores estavam maiores mas ela não se importou muito, nem ao menos perguntou meu nome para verificar. Dei entrada as 11:46:02 da manhã, agora são 14:03 da tarde e nada, um descaso, uma falta de compromisso com o paciente absurda, e permaneço sentada na recepção aguardando atendimento e a boa vontade de alguém para atender me e eu poder sair desse lugar e nunca mais voltar se Deus quiser.",horrivel nesse momento duas horas espera entrei quadro falta dores peito decorrer tempo agravando solicitar informacoes enfermeira triagem disse normal informei dores maiores nao importou menos perguntou nome verificar dei entrada manha agora sao tarde nada descaso falta compromisso paciente absurda permaneco sentada recepcao aguardando atendimento boa vontade alguem atender poder sair desse lugar nunca voltar deus quiser
UPA Centro-Sul,2021-12-02,1.0,"Horrível, nesse momento mais de duas horas de espera. Entrei com o quadro de falta de ar e dores no peito q com o decorrer do tempo foi agravando. Fui solicitar informações a uma enfermeira da triagem ela me disse q era normal, informei q as dores estavam maiores mas ela não se importou muito, nem ao menos perguntou meu nome para verificar. Dei entrada as 11:46:02 da manhã, agora são 14:03 da tarde e nada, um descaso, uma falta de compromisso com o paciente absurda, e permaneço sentada na recepção aguardando atendimento e a boa vontade de alguém para atender me e eu poder sair desse lugar e nunca mais voltar se Deus quiser.",horrivel nesse momento duas horas espera entrei quadro falta dores peito decorrer tempo agravando solicitar informacoes enfermeira triagem disse normal informei dores maiores nao importou menos perguntou nome verificar dei entrada manha agora sao tarde nada descaso falta compromisso paciente absurda permaneco sentada recepcao aguardando atendimento boa vontade alguem atender poder sair desse lugar nunca voltar deus quiser
UPA Centro-Sul,2018-12-03,1.0,"Pra começar eu nunca vi passar n triagem sem sequer medir a pressão.  P ser atendido tem q ter uma paciência d jo.
Na upa d sete lagoas o atendimento n leva nem uma hora.sem falar q tem vários médicos. Pediatra , clínicos, ortopedista. Realmente  pensei q essa upa centro sul fosse mais preparada , me decepcionei  demais viu. Fiquei esperando qua Se 3 horas passando mal e nesse tempo chamaram só umas 4 pessoas,  chamei meu marido e fomos embora por se n eu iria morrer d raiva 😢",pra comecar nunca passar triagem sequer medir pressao atendido paciencia upa sete lagoas atendimento leva horasem falar varios medicos pediatra clinicos ortopedista realmente pensei upa centro sul preparada decepcionei demais viu fiquei esperando qua horas passando mal nesse tempo chamaram umas pessoas chamei marido embora iria morrer raiva
UPA Centro-Sul,2018-12-03,1.0,"Pra começar eu nunca vi passar n triagem sem sequer medir a pressão.  P ser atendido tem q ter uma paciência d jo.
Na upa d sete lagoas o atendimento n leva nem uma hora.sem falar q tem vários médicos. Pediatra , clínicos, ortopedista. Realmente  pensei q essa upa centro sul fosse mais preparada , me decepcionei  demais viu. Fiquei esperando qua Se 3 horas passando mal e nesse tempo chamaram só umas 4 pessoas,  chamei meu marido e fomos embora por se n eu iria morrer d raiva 😢",pra comecar nunca passar triagem sequer medir pressao atendido paciencia upa sete lagoas atendimento leva horasem falar varios medicos pediatra clinicos ortopedista realmente pensei upa centro sul preparada decepcionei demais viu fiquei esperando qua horas passando mal nesse tempo chamaram umas pessoas chamei marido embora iria morrer raiva
UPA Centro-Sul,2025-03-06,2.0,Dois pacientes e um é acompanhante do outro agora virou bagunça  os dois indivíduos suspeitos enfermaria da cirurgia elito 24,dois pacientes acompanhante outro agora virou bagunca dois individuos suspeitos enfermaria cirurgia elito
UPA Centro-Sul,2025-03-06,2.0,Dois pacientes e um é acompanhante do outro agora virou bagunça  os dois indivíduos suspeitos enfermaria da cirurgia elito 24,dois pacientes acompanhante outro agora virou bagunca dois individuos suspeitos enfermaria cirurgia elito
UPA Centro-Sul,2024-12-01,4.0,"Fui muito bem atendida pelo Dr. Rafael, bem atencioso e realmente preocupado com o bem estar do paciente, o pessoal da triagem também, os técnicos de enfermagem bem ágeis e cordiais. Na sala de medicação a técnica super rápida.",bem atendida rafael bem atencioso realmente preocupado bem estar paciente pessoal triagem tambem tecnicos enfermagem bem ageis cordiais sala medicacao tecnica super rapida
UPA Centro-Sul,2024-12-01,4.0,"Fui muito bem atendida pelo Dr. Rafael, bem atencioso e realmente preocupado com o bem estar do paciente, o pessoal da triagem também, os técnicos de enfermagem bem ágeis e cordiais. Na sala de medicação a técnica super rápida.",bem atendida rafael bem atencioso realmente preocupado bem estar paciente pessoal triagem tambem tecnicos enfermagem bem ageis cordiais sala medicacao tecnica super rapida
UPA Centro-Sul,2023-12-02,5.0,"Atendimento 25/06/23.
Quero deixar o meu elogio e agradecimento a toda equipe da Upa Centro Sul pelo excelente atendimento e cuidado com o paciente, desde a portaria aos médicos.
Em especial a Dra. Marina Hilario, enfermeira/ técnica de enfermagem Cristiane e o técnico em radiologia  Mário.
Profissionais de alta qualidade.  Parabéns a Toda equipe.
Deixo aqui meu agradecimento pelo excelente trabalho de vcs.
Deus continue abençoando todos.  🫰🙌🫶",atendimento quero deixar elogio agradecimento toda equipe upa centro sul excelente atendimento cuidado paciente desde portaria medicos especial dra marina hilario enfermeira tecnica enfermagem cristiane tecnico radiologia mario profissionais alta qualidade parabens toda equipe deixo aqui agradecimento excelente trabalho vcs deus continue abencoando todos
UPA Centro-Sul,2023-12-02,5.0,"Atendimento 25/06/23.
Quero deixar o meu elogio e agradecimento a toda equipe da Upa Centro Sul pelo excelente atendimento e cuidado com o paciente, desde a portaria aos médicos.
Em especial a Dra. Marina Hilario, enfermeira/ técnica de enfermagem Cristiane e o técnico em radiologia  Mário.
Profissionais de alta qualidade.  Parabéns a Toda equipe.
Deixo aqui meu agradecimento pelo excelente trabalho de vcs.
Deus continue abençoando todos.  🫰🙌🫶",atendimento quero deixar elogio agradecimento toda equipe upa centro sul excelente atendimento cuidado paciente desde portaria medicos especial dra marina hilario enfermeira tecnica enfermagem cristiane tecnico radiologia mario profissionais alta qualidade parabens toda equipe deixo aqui agradecimento excelente trabalho vcs deus continue abencoando todos
UPA Centro-Sul,2023-12-02,1.0,Muito ruim o atendimento da cirurgiã que atendeu minha esposa. Ela estava com um inchaço na coxa e a cirurgiã apenas receitou minisulida. Fomos em outro médico e descobrirmos que era um berne alojodado na coxa dela. Total falta de profissionalismo da medica que atendeu minha esposa. Isso poderia ter gerado problemas gravíssimos para nós. Fora a longa demora para o atendimento,ruim atendimento cirurgia atendeu esposa inchaco coxa cirurgia apenas receitou minisulida outro medico descobrirmos berne alojodado coxa total falta profissionalismo medica atendeu esposa poderia gerado problemas gravissimos longa demora atendimento
UPA Centro-Sul,2023-12-02,1.0,Muito ruim o atendimento da cirurgiã que atendeu minha esposa. Ela estava com um inchaço na coxa e a cirurgiã apenas receitou minisulida. Fomos em outro médico e descobrirmos que era um berne alojodado na coxa dela. Total falta de profissionalismo da medica que atendeu minha esposa. Isso poderia ter gerado problemas gravíssimos para nós. Fora a longa demora para o atendimento,ruim atendimento cirurgia atendeu esposa inchaco coxa cirurgia apenas receitou minisulida outro medico descobrirmos berne alojodado coxa total falta profissionalismo medica atendeu esposa poderia gerado problemas gravissimos longa demora atendimento
UPA Centro-Sul,2022-12-02,1.0,"Atendimento demorado, pessoa ficou esperando pra ser atendido quase 4 horas, fez 2 exames, médica saiu sem olhar exames do paciente e o deixou sentado desde 12:30 até 17:00. O outro médico que chegou disse que nem poderia olhar os exames que a médica deixou. Paciente teve que sair para procurar outro atendimento.",atendimento demorado pessoa ficou esperando pra atendido quase horas fez exames medica saiu olhar exames paciente deixou sentado desde ate outro medico chegou disse poderia olhar exames medica deixou paciente sair procurar outro atendimento
UPA Centro-Sul,2022-12-02,1.0,"Atendimento demorado, pessoa ficou esperando pra ser atendido quase 4 horas, fez 2 exames, médica saiu sem olhar exames do paciente e o deixou sentado desde 12:30 até 17:00. O outro médico que chegou disse que nem poderia olhar os exames que a médica deixou. Paciente teve que sair para procurar outro atendimento.",atendimento demorado pessoa ficou esperando pra atendido quase horas fez exames medica saiu olhar exames paciente deixou sentado desde ate outro medico chegou disse poderia olhar exames medica deixou paciente sair procurar outro atendimento
UPA Centro-Sul,2020-12-02,1.0,"Pior upa que já estiver!
Só beleza...
Cheguei às 20:28
E 2:36 da manhã desistir do atendimento.
Com dor na coluna e este tempo todo sentada numa cadeira dura é melhor sentir dor na cama.
Ainda tenho esperança num Brasil de igualdade, que trabalhadores não só diretos de pagar impostos!
Trabalhei sentindo dor quando não dei conta mais fui procurar um atendimento!
Vi drogados , assaltantes e outros casos sendo atendido na minha frente.
Melhor morrer do viver no mundo que o certo não tem valor...
Mais o melhor mesmo é esperar em Deus. Para quê a tristeza e desilusão não destrua...
Mais tarde irei procurar outro atendimento espero não ter outra decepção.",pior upa beleza cheguei manha desistir atendimento dor coluna tempo todo sentada cadeira dura melhor sentir dor cama ainda esperanca brasil igualdade trabalhadores nao diretos pagar impostos trabalhei sentindo dor nao dei conta procurar atendimento drogados assaltantes outros casos sendo atendido frente melhor morrer viver mundo certo nao valor melhor esperar deus tristeza desilusao nao destrua tarde irei procurar outro atendimento espero nao outra decepcao
UPA Centro-Sul,2020-12-02,1.0,"Pior upa que já estiver!
Só beleza...
Cheguei às 20:28
E 2:36 da manhã desistir do atendimento.
Com dor na coluna e este tempo todo sentada numa cadeira dura é melhor sentir dor na cama.
Ainda tenho esperança num Brasil de igualdade, que trabalhadores não só diretos de pagar impostos!
Trabalhei sentindo dor quando não dei conta mais fui procurar um atendimento!
Vi drogados , assaltantes e outros casos sendo atendido na minha frente.
Melhor morrer do viver no mundo que o certo não tem valor...
Mais o melhor mesmo é esperar em Deus. Para quê a tristeza e desilusão não destrua...
Mais tarde irei procurar outro atendimento espero não ter outra decepção.",pior upa beleza cheguei manha desistir atendimento dor coluna tempo todo sentada cadeira dura melhor sentir dor cama ainda esperanca brasil igualdade trabalhadores nao diretos pagar impostos trabalhei sentindo dor nao dei conta procurar atendimento drogados assaltantes outros casos sendo atendido frente melhor morrer viver mundo certo nao valor melhor esperar deus tristeza desilusao nao destrua tarde irei procurar outro atendimento espero nao outra decepcao
UPA Centro-Sul,2023-12-02,1.0,"A gente vem pro pronto atendimento pq está passando mal, já está fragilizada e colocam uma enfermeira completamente ignorante e estúpida que não deixa nem fazer nenhuma pergunta que já vem distravando. Não sei o nome dessa estúpida mas sei que é uma loira que está na sala de medição nesse plantão.",gente vem pro pronto atendimento passando mal fragilizada colocam enfermeira completamente ignorante estupida nao deixa fazer nenhuma pergunta vem distravando nao sei nome dessa estupida sei loira sala medicao nesse plantao
UPA Centro-Sul,2023-12-02,1.0,"A gente vem pro pronto atendimento pq está passando mal, já está fragilizada e colocam uma enfermeira completamente ignorante e estúpida que não deixa nem fazer nenhuma pergunta que já vem distravando. Não sei o nome dessa estúpida mas sei que é uma loira que está na sala de medição nesse plantão.",gente vem pro pronto atendimento passando mal fragilizada colocam enfermeira completamente ignorante estupida nao deixa fazer nenhuma pergunta vem distravando nao sei nome dessa estupida sei loira sala medicao nesse plantao
UPA Centro-Sul,2024-12-01,1.0,"Péssimo atendimento,são mais de 4 horas pra vc fazer um atendimento simples.se pergunta quantos médico estão atendendo eles não sabem informar.",pessimo atendimentosao horas pra fazer atendimento simplesse pergunta quantos medico estao atendendo nao sabem informar
UPA Centro-Sul,2024-12-01,1.0,"Péssimo atendimento,são mais de 4 horas pra vc fazer um atendimento simples.se pergunta quantos médico estão atendendo eles não sabem informar.",pessimo atendimentosao horas pra fazer atendimento simplesse pergunta quantos medico estao atendendo nao sabem informar
UPA Centro-Sul,2021-12-02,5.0,"Estou passando para agradecer imensamente o atendimento oferecido ao meu marido, Rafael Antônio Nogueira que deu entrada nesta unidade dia 19 de julho, por volta das 6h da manhã com agravamento da Covid. Desde a portaria (com certeza o SAMU tb está de parabéns) até o médico que nos deu o boletim ao final do dia - Dr. Walter, além da Dra Andreia e demais funcionários, que o assistiram em tempo hábil. Não me esquecendo da Assistente Social - Leila. Todos foram extremamente profissionais e, antes de tudo, humanos, exibindo uma empatia rara nos dias de hoje. Queremos Parabenizar todos os profissionais da saúde na pessoa de vocês. Att. Mariane Lemos Capelli Nogueira, Maria Theresa Lemos Nogueira, Murillo José Lemos Nogueira. BH, 28 de julho 2021",passando agradecer imensamente atendimento oferecido marido rafael antonio nogueira deu entrada nesta unidade dia julho volta manha agravamento covid desde portaria certeza samu parabens ate medico deu boletim final dia walter alem dra andreia demais funcionarios assistiram tempo habil nao esquecendo assistente social leila todos extremamente profissionais antes tudo humanos exibindo empatia rara dias hoje queremos parabenizar todos profissionais saude pessoa voces att mariane lemos capelli nogueira maria theresa lemos nogueira murillo jose lemos nogueira julho
UPA Centro-Sul,2021-12-02,5.0,"Estou passando para agradecer imensamente o atendimento oferecido ao meu marido, Rafael Antônio Nogueira que deu entrada nesta unidade dia 19 de julho, por volta das 6h da manhã com agravamento da Covid. Desde a portaria (com certeza o SAMU tb está de parabéns) até o médico que nos deu o boletim ao final do dia - Dr. Walter, além da Dra Andreia e demais funcionários, que o assistiram em tempo hábil. Não me esquecendo da Assistente Social - Leila. Todos foram extremamente profissionais e, antes de tudo, humanos, exibindo uma empatia rara nos dias de hoje. Queremos Parabenizar todos os profissionais da saúde na pessoa de vocês. Att. Mariane Lemos Capelli Nogueira, Maria Theresa Lemos Nogueira, Murillo José Lemos Nogueira. BH, 28 de julho 2021",passando agradecer imensamente atendimento oferecido marido rafael antonio nogueira deu entrada nesta unidade dia julho volta manha agravamento covid desde portaria certeza samu parabens ate medico deu boletim final dia walter alem dra andreia demais funcionarios assistiram tempo habil nao esquecendo assistente social leila todos extremamente profissionais antes tudo humanos exibindo empatia rara dias hoje queremos parabenizar todos profissionais saude pessoa voces att mariane lemos capelli nogueira maria theresa lemos nogueira murillo jose lemos nogueira julho
UPA Centro-Sul,2023-12-02,1.0,"Estou aqui desde as 14:15, passei na triagem super rápido mas o atendimento com médico até agora (19:19hs) nada . Entra polícia com bandido , passa na frente . Chega gente fazendo escândalo, passa na frente . E o restante aqui esperando sem nenhuma informação. Espero que quando for atendida , não me deem somente uma receita com dipirona. Lamentável.",aqui desde passei triagem super rapido atendimento medico ate agora nada entra policia bandido passa frente chega gente fazendo escandalo passa frente restante aqui esperando nenhuma informacao espero atendida nao deem somente receita dipirona lamentavel
UPA Centro-Sul,2023-12-02,1.0,"Estou aqui desde as 14:15, passei na triagem super rápido mas o atendimento com médico até agora (19:19hs) nada . Entra polícia com bandido , passa na frente . Chega gente fazendo escândalo, passa na frente . E o restante aqui esperando sem nenhuma informação. Espero que quando for atendida , não me deem somente uma receita com dipirona. Lamentável.",aqui desde passei triagem super rapido atendimento medico ate agora nada entra policia bandido passa frente chega gente fazendo escandalo passa frente restante aqui esperando nenhuma informacao espero atendida nao deem somente receita dipirona lamentavel
UPA Centro-Sul,2024-12-01,5.0,Melhor upa que já passei na vida. A equipe da emergência trabalha com tanto amor. Me senti acolhido. A equipe do Dr Yulli foi excepcional. Só gratidão. Acolhimento humanizado. Trataram meu problema até descartar todas as hipóteses. Obg de coração.,melhor upa passei vida equipe emergencia trabalha tanto amor senti acolhido equipe yulli excepcional gratidao acolhimento humanizado trataram problema ate descartar todas hipoteses obg coracao
UPA Centro-Sul,2024-12-01,5.0,Melhor upa que já passei na vida. A equipe da emergência trabalha com tanto amor. Me senti acolhido. A equipe do Dr Yulli foi excepcional. Só gratidão. Acolhimento humanizado. Trataram meu problema até descartar todas as hipóteses. Obg de coração.,melhor upa passei vida equipe emergencia trabalha tanto amor senti acolhido equipe yulli excepcional gratidao acolhimento humanizado trataram problema ate descartar todas hipoteses obg coracao
UPA Centro-Sul,2024-12-01,5.0,"Sou grata pelo atendimento que minha mãe teve na Upa Centro-Sul, não tenho do que reclamar dos profissionais, todas as médicas atenderam muito bem,  atenciosas, técnicos de enfermagem também. Deus abençoe a todos!!",grata atendimento mae upa centrosul nao reclamar profissionais todas medicas atenderam bem atenciosas tecnicos enfermagem tambem deus abencoe todos
UPA Centro-Sul,2024-12-01,5.0,"Sou grata pelo atendimento que minha mãe teve na Upa Centro-Sul, não tenho do que reclamar dos profissionais, todas as médicas atenderam muito bem,  atenciosas, técnicos de enfermagem também. Deus abençoe a todos!!",grata atendimento mae upa centrosul nao reclamar profissionais todas medicas atenderam bem atenciosas tecnicos enfermagem tambem deus abencoe todos
UPA Centro-Sul,2020-12-02,1.0,"Toda vez que precisamos desse lugar a decepção é imensurável. Dessa última vez foram mais de 6 horas esperando sem ser atendidos. Como preciso trabalhar no dia seguinte foi impossível ir além da meia-noite. Algumas pessoas esperaram mais de 10 horas para serem atendidas. Isso é inaceitável, a gestão da saúde pública é inexistente, os responsáveis só podem estar brincando de casinha.",toda vez precisamos desse lugar decepcao imensuravel dessa ultima vez horas esperando atendidos preciso trabalhar dia seguinte impossivel alem meianoite algumas pessoas esperaram horas serem atendidas inaceitavel gestao saude publica inexistente responsaveis podem estar brincando casinha
UPA Centro-Sul,2020-12-02,1.0,"Toda vez que precisamos desse lugar a decepção é imensurável. Dessa última vez foram mais de 6 horas esperando sem ser atendidos. Como preciso trabalhar no dia seguinte foi impossível ir além da meia-noite. Algumas pessoas esperaram mais de 10 horas para serem atendidas. Isso é inaceitável, a gestão da saúde pública é inexistente, os responsáveis só podem estar brincando de casinha.",toda vez precisamos desse lugar decepcao imensuravel dessa ultima vez horas esperando atendidos preciso trabalhar dia seguinte impossivel alem meianoite algumas pessoas esperaram horas serem atendidas inaceitavel gestao saude publica inexistente responsaveis podem estar brincando casinha
UPA Centro-Sul,2024-12-01,1.0,"Parece que nao tem médico,é a mesma coisa da padaria nao ter padeiro,açougue nao ter açougueiro e por aí vai...
Precisamos melhorar o sus nao extingui-lo",parece nao medicoe mesma coisa padaria nao padeiroacougue nao acougueiro vai precisamos melhorar sus nao extinguilo
UPA Centro-Sul,2024-12-01,1.0,"Parece que nao tem médico,é a mesma coisa da padaria nao ter padeiro,açougue nao ter açougueiro e por aí vai...
Precisamos melhorar o sus nao extingui-lo",parece nao medicoe mesma coisa padaria nao padeiroacougue nao acougueiro vai precisamos melhorar sus nao extinguilo
UPA Centro-Sul,2024-12-01,1.0,"Lixo. Sem atendimento, eu com dor no corpo, febre. Senti a febre piorando fui na farmácia comprar dipirona. Já não aguentava a dor. Não sou de BH. Mas que lixo de upa",lixo atendimento dor corpo febre senti febre piorando farmacia comprar dipirona nao aguentava dor nao lixo upa
UPA Centro-Sul,2024-12-01,1.0,"Lixo. Sem atendimento, eu com dor no corpo, febre. Senti a febre piorando fui na farmácia comprar dipirona. Já não aguentava a dor. Não sou de BH. Mas que lixo de upa",lixo atendimento dor corpo febre senti febre piorando farmacia comprar dipirona nao aguentava dor nao lixo upa
UPA Centro-Sul,2024-12-01,1.0,A experiência a pior possível. Aparentemente tem poucas pessoas mas o atendimento demora de 8 à 10 horas pra ser atendido. Uma vergonha e falta de respeito! Parabéns SUS 👏🏼👏🏼🤮 …,experiencia pior possivel aparentemente poucas pessoas atendimento demora horas pra atendido vergonha falta respeito parabens sus
UPA Centro-Sul,2024-12-01,1.0,A experiência a pior possível. Aparentemente tem poucas pessoas mas o atendimento demora de 8 à 10 horas pra ser atendido. Uma vergonha e falta de respeito! Parabéns SUS 👏🏼👏🏼🤮 …,experiencia pior possivel aparentemente poucas pessoas atendimento demora horas pra atendido vergonha falta respeito parabens sus
UPA Centro-Sul,2022-12-02,1.0,"Precisa ter uma fiscalização nessa upa
Todas as experiências são complexas aqui. O único setor que passa é o do primeiro atendimento o restante da problema.  A noite 🌙 então pior . Eu aguardei internamente 2 horas atendimento médico 🚑 imagina quem tava lá fora . Só via eles passando por mim no isolamento e não fazendo nada  desrespeito total. Um Ping pong de vou ver ,tem que esperar ✋,  e se vc morre é sobre isso.",precisa fiscalizacao nessa upa todas experiencias sao complexas aqui unico setor passa primeiro atendimento restante problema noite entao pior aguardei internamente horas atendimento medico imagina tava via passando mim isolamento nao fazendo nada desrespeito total ping pong vou ver esperar morre sobre
UPA Centro-Sul,2022-12-02,1.0,"Precisa ter uma fiscalização nessa upa
Todas as experiências são complexas aqui. O único setor que passa é o do primeiro atendimento o restante da problema.  A noite 🌙 então pior . Eu aguardei internamente 2 horas atendimento médico 🚑 imagina quem tava lá fora . Só via eles passando por mim no isolamento e não fazendo nada  desrespeito total. Um Ping pong de vou ver ,tem que esperar ✋,  e se vc morre é sobre isso.",precisa fiscalizacao nessa upa todas experiencias sao complexas aqui unico setor passa primeiro atendimento restante problema noite entao pior aguardei internamente horas atendimento medico imagina tava via passando mim isolamento nao fazendo nada desrespeito total ping pong vou ver esperar morre sobre
UPA Centro-Sul,2024-12-01,1.0,Foi um pesadelo ser atendida aí. Quase que deixam uma bolha de ar enorme entrar na minha veia por causa de uma enfermeira negligente. Eu prefiro morrer em casa do que ir pra esse local novamente.,pesadelo atendida quase deixam bolha enorme entrar veia causa enfermeira negligente prefiro morrer casa pra local novamente
UPA Centro-Sul,2024-12-01,1.0,Foi um pesadelo ser atendida aí. Quase que deixam uma bolha de ar enorme entrar na minha veia por causa de uma enfermeira negligente. Eu prefiro morrer em casa do que ir pra esse local novamente.,pesadelo atendida quase deixam bolha enorme entrar veia causa enfermeira negligente prefiro morrer casa pra local novamente
UPA Centro-Sul,2022-12-02,3.0,"Apesar que a triagem foi rápida, mas o atendimento médico demorou bastante e a recepção estava praticamente vazia. Fui atendido por dois médicos e um deles estava MT estressado e nem queria me ouvir direito,mas fui atendido e medicado na medida do possível.",apesar triagem rapida atendimento medico demorou bastante recepcao praticamente vazia atendido dois medicos estressado queria ouvir direitomas atendido medicado medida possivel
UPA Centro-Sul,2022-12-02,3.0,"Apesar que a triagem foi rápida, mas o atendimento médico demorou bastante e a recepção estava praticamente vazia. Fui atendido por dois médicos e um deles estava MT estressado e nem queria me ouvir direito,mas fui atendido e medicado na medida do possível.",apesar triagem rapida atendimento medico demorou bastante recepcao praticamente vazia atendido dois medicos estressado queria ouvir direitomas atendido medicado medida possivel
UPA Centro-Sul,2025-06-04,1.0,"Absurdoooooooooo, tô esperando pra ser atendida tem 7 horassssssss, tô nem acreditando nessa bagaça",absurdoooooooooo esperando pra atendida horassssssss acreditando nessa bagaca
